No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
698;S;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Psiholoģija;n/a;n/a;n/a;n/a;2019;Nē;Jā;Nē;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pārbaudes uz vietas lauksaimnieku, pārtikas pārstrādes uzņēmumu, biedrību, pašvaldību, u.c. atbalsta saņēmēju īstenotajos projektos; Veikt precīzu un analītisku darbu ar projektu dokumentiem un sagatavot pārbaužu ziņojumus; Sniegt priekšlikumus pārbaužu uz vietas pieejas pilnveidošanai;  Nodrošināt profesionālu komunikāciju ar atbalsta saņēmējiem un kolēģiem.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstāko izglītību (vēlama finanšu, inženierzinātņu vai tehnisko zinātņu jomā); Spēju iedziļināties jautājumos, izdarīt secinājumus un pieņemt lēmumus; Spēju veikt darbu gan birojā, gan pie atbalsta saņēmējiem dabā (projektu īstenošanas vietās); Interesi par darāmo darbu un vēlmi apgūt jaunas profesionālās zināšanas; Ļoti labas datora lietošanas prasmes (MS Office standarta programmas); zināšanas; B kategorijas autovadītāja apliecību un praktisko pieredzi auto vadīšanā.";Rural Support Service
699;S;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Uzņemējdarbība;n/a;n/a;n/a;n/a;2007;Jā;Jā;Jā;Nē;8;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pārbaudes uz vietas lauksaimnieku, pārtikas pārstrādes uzņēmumu, biedrību, pašvaldību, u.c. atbalsta saņēmēju īstenotajos projektos; Veikt precīzu un analītisku darbu ar projektu dokumentiem un sagatavot pārbaužu ziņojumus; Sniegt priekšlikumus pārbaužu uz vietas pieejas pilnveidošanai;  Nodrošināt profesionālu komunikāciju ar atbalsta saņēmējiem un kolēģiem.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstāko izglītību (vēlama finanšu, inženierzinātņu vai tehnisko zinātņu jomā); Spēju iedziļināties jautājumos, izdarīt secinājumus un pieņemt lēmumus; Spēju veikt darbu gan birojā, gan pie atbalsta saņēmējiem dabā (projektu īstenošanas vietās); Interesi par darāmo darbu un vēlmi apgūt jaunas profesionālās zināšanas; Ļoti labas datora lietošanas prasmes (MS Office standarta programmas); zināšanas; B kategorijas autovadītāja apliecību un praktisko pieredzi auto vadīšanā.";Rural Support Service
700;S;n/a;n/a;n/a;Maģistrs (profesionālais grāds);Būvniecība;n/a;n/a;n/a;n/a;2001;Nē;Jā;Jā;Jā;10;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pārbaudes uz vietas lauksaimnieku, pārtikas pārstrādes uzņēmumu, biedrību, pašvaldību, u.c. atbalsta saņēmēju īstenotajos projektos; Veikt precīzu un analītisku darbu ar projektu dokumentiem un sagatavot pārbaužu ziņojumus; Sniegt priekšlikumus pārbaužu uz vietas pieejas pilnveidošanai;  Nodrošināt profesionālu komunikāciju ar atbalsta saņēmējiem un kolēģiem.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstāko izglītību (vēlama finanšu, inženierzinātņu vai tehnisko zinātņu jomā); Spēju iedziļināties jautājumos, izdarīt secinājumus un pieņemt lēmumus; Spēju veikt darbu gan birojā, gan pie atbalsta saņēmējiem dabā (projektu īstenošanas vietās); Interesi par darāmo darbu un vēlmi apgūt jaunas profesionālās zināšanas; Ļoti labas datora lietošanas prasmes (MS Office standarta programmas); zināšanas; B kategorijas autovadītāja apliecību un praktisko pieredzi auto vadīšanā.";Rural Support Service
701;S;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Datorzinātnes;n/a;n/a;n/a;n/a;2012;Nē;Jā;Jā;Nē;1;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pārbaudes uz vietas lauksaimnieku, pārtikas pārstrādes uzņēmumu, biedrību, pašvaldību, u.c. atbalsta saņēmēju īstenotajos projektos; Veikt precīzu un analītisku darbu ar projektu dokumentiem un sagatavot pārbaužu ziņojumus; Sniegt priekšlikumus pārbaužu uz vietas pieejas pilnveidošanai;  Nodrošināt profesionālu komunikāciju ar atbalsta saņēmējiem un kolēģiem.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstāko izglītību (vēlama finanšu, inženierzinātņu vai tehnisko zinātņu jomā); Spēju iedziļināties jautājumos, izdarīt secinājumus un pieņemt lēmumus; Spēju veikt darbu gan birojā, gan pie atbalsta saņēmējiem dabā (projektu īstenošanas vietās); Interesi par darāmo darbu un vēlmi apgūt jaunas profesionālās zināšanas; Ļoti labas datora lietošanas prasmes (MS Office standarta programmas); zināšanas; B kategorijas autovadītāja apliecību un praktisko pieredzi auto vadīšanā.";Rural Support Service
702;S;n/a;n/a;n/a;Maģistrs (profesionālais grāds);Muitas un nodokļu administrēšanas vadītāja kvalifikācija;n/a;n/a;n/a;n/a;2019;Jā;Nē;Jā;Nē;2;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
703;S;1977;n/a;n/a;Maģistrs (akadēmiskais grāds);Uzņemējdarbība;n/a;n/a;n/a;n/a;1998;Jā;Nē;Jā;Nē;21;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
704;S;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Filologs, skolotāja kvalifikācija;n/a;n/a;n/a;n/a;2010;Jā;Jā;Nē;Nē;13;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
705;S;1989;n/a;n/a;Bakalaurs (profesionālais grāds);Sabiedrības vadība;n/a;n/a;n/a;n/a;2013;Nē;Nē;Jā;Nē;10;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
706;V;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Socioloģija;n/a;n/a;n/a;n/a;1999;Nē;Jā;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
707;S;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Uzņemējdarbība un vadītāja kvalifikācija;n/a;n/a;n/a;n/a;2019;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
708;S;2001;n/a;n/a;Bakalaurs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;2017;Nē;Nē;Jā;Nē;2;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Veikt atbalsta pretendentu pieteikumu administrēšanu, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Administrēt EJZF un EJZAF projektu pieteikumus un maksājumu dokumentus, veikt atbalsta pretendentu informēšanu par EJZF un EJZAF nosacījumiem, kā arī veikt pārbaudes uz vietas pie atbalsta pretendenta; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai; Veikt kvalitātes kontroles projektu pieteikumu lēmumiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm; Darboties ar IT sistēmām un datu bāzēm.";"Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (tiesību zinātnē, tehnisko, vides zinātņu, ekonomikas, biznesa vadības vai finanšu nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai vismaz viens gads, kas gūta pēdējo piecu gadu laikā; Izpratne par Latvijas Republikas un ES normatīvo bāzi, kas reglamentē atbalsta administrēšanas kārtību; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas analītiskās prasmes, spēja operatīvi veikt liela apjoma informācijas analītisku apstrādi; Vēlama B kategorijas autovadītāja apliecība un pieredze auto vadīšanā.";Rural Support Service
709;V;n/a;n/a;n/a;Maģistrs (profesionālais grāds);Tiesību zinātnes;n/a;n/a;n/a;n/a;1981;Jā;Jā;Jā;Nē;20;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
710;S;n/a;n/a;n/a;Maģistrs (profesionālais grāds);Muitas un nodokļu administrēšanas vadītāja kvalifikācija;n/a;n/a;n/a;n/a;2019;Jā;Nē;Jā;Nē;2;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
711;S;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Socioloģija;n/a;n/a;n/a;n/a;2010;Jā;Nē;Jā;Nē;4;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
712;S;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Komunikācija;n/a;n/a;n/a;n/a;2011;Nē;Jā;Jā;Nē;12;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
713;S;1992;n/a;n/a;Bakalaurs (akadēmiskais grāds);Tiesību zinātnes;n/a;n/a;n/a;n/a;2013;Jā;Nē;Jā;Nē;8;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
714;V;n/a;n/a;n/a;Maģistrs (profesionālais grāds);Tiesību zinātnes;n/a;n/a;n/a;n/a;2012;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Uzturēt, pilnveidot un uzraudzīt Dienesta iekšējās kontroles sistēmu korupcijas un interešu konflikta jomā; Veikt Dienesta pretkorupcijas pasākumu plānā noteiktos uzdevumus un citus pretkorupcijas pasākumus amata kompetences ietvaros; Sadarbojoties ar Dienesta struktūrvienībām un kompetento iestāžu pārstāvjiem iesaistīties iespējamo interešu konflikta situāciju novēršanā un profesionālās ētikas pamatprincipu ievērošanas nodrošināšanā tostarp organizēt apmācības Dienesta darbiniekiem;
";"Atbilstību Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (priekšroka tiks dota kandidātam ar augstāko izglītību datorzinātnēs vai tiesību zinātnes); Pieredze pārbaužu veikšanā un dokumentu sagatavošanā korupcijas un interešu konflikta novēršanas jomā; Analītiskā domāšana un pieredze liela apjoma datu apstrādē un analīzē, tostarp pieredze dažāda veida datorprogrammu pielietošanā, piemēram, MS Excel, MS Access, Power BI u.c.; Pieredze apmācību vadīšanā un mācību materiālu izstrādē; Vēlamas angļu valodas zināšanas.";Rural Support Service
715;S;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Lauksaimniecība;n/a;n/a;n/a;n/a;2017;Nē;Nē;Jā;Nē;6;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
716;V;1989;n/a;n/a;Bakalaurs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;2015;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
